ID,Vaccinated,Vaccinated(%),Unvaccinated,Unvaccinated(%),Healthy vaccinated,Healthy vaccinated(%),Healthy unvaccinated,Healthy unvaccinated(%),Infected vaccinated,Infected vaccinated(%),Infected unvaccinated,Infected unvaccinated(%),Herd Immunity,Herd Immunity Current,Herd Immunity Needed,population,Rnull,Rrange,natImmunity,vacImmunity,vaccinated,totInfected
0,100.0,10.0,900.0,90.0,98.85,98.85,890.55,98.95,1.15,1.15,9.45,1.05,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,0.1,0.012
1,200.0,20.0,800.0,80.0,198.05,99.025,790.7,98.84,1.95,0.975,9.3,1.16,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,0.2,0.011
2,300.0,30.0,700.0,70.0,296.8,98.94,691.7,98.81,3.2,1.06,8.3,1.19,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,0.3,0.012
3,400.0,40.0,600.0,60.0,396.65,99.175,594.6,99.105,3.35,0.825,5.4,0.895,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,0.4,0.009
4,500.0,50.0,500.0,50.0,495.25,99.05,495.75,99.15,4.75,0.95,4.25,0.85,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,0.5,0.009
5,600.0,60.0,400.0,40.0,596.05,99.34,396.9,99.245,3.95,0.66,3.1,0.755,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,0.6,0.006
6,700.0,70.0,300.0,30.0,693.85,99.12,297.8,99.27,6.15,0.88,2.2,0.73,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,0.7,0.008
7,800.0,80.0,200.0,20.0,792.8,99.105,197.75,98.875,7.2,0.895,2.25,1.125,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,0.8,0.009
8,900.0,90.0,100.0,10.0,892.4,99.175,99.0,99.0,7.6,0.825,1.0,1.0,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,0.9,0.008
9,1000.0,100.0,0.0,0.0,991.05,99.105,0.0,0.0,8.95,0.895,0.0,0.0,1.0,0.0,10.0,1000.0,1.0,0.0,0.1,0.1,1.0,0.008
10,100.0,10.0,900.0,90.0,99.1,99.1,893.4,99.28,0.9,0.9,6.6,0.72,1.0,0.0,11.0,1000.0,1.0,0.0,0.1,0.2,0.1,0.006
11,200.0,20.0,800.0,80.0,198.8,99.4,793.65,99.22,1.2,0.6,6.35,0.78,1.0,0.0,12.0,1000.0,1.0,0.0,0.1,0.2,0.2,0.006
12,300.0,30.0,700.0,70.0,297.6,99.2,695.05,99.295,2.4,0.8,4.95,0.705,1.0,0.0,13.0,1000.0,1.0,0.0,0.1,0.2,0.3,0.008
13,400.0,40.0,600.0,60.0,397.65,99.425,596.9,99.465,2.35,0.575,3.1,0.535,1.0,0.0,14.0,1000.0,1.0,0.0,0.1,0.2,0.4,0.005
14,500.0,50.0,500.0,50.0,495.6,99.12,495.85,99.17,4.4,0.88,4.15,0.83,1.0,0.0,15.0,1000.0,1.0,0.0,0.1,0.2,0.5,0.01
15,600.0,60.0,400.0,40.0,596.8,99.465,397.5,99.39,3.2,0.535,2.5,0.61,1.0,0.0,16.0,1000.0,1.0,0.0,0.1,0.2,0.6,0.007
16,700.0,70.0,300.0,30.0,695.95,99.42,298.0,99.345,4.05,0.58,2.0,0.655,1.0,0.0,17.0,1000.0,1.0,0.0,0.1,0.2,0.7,0.006
17,800.0,80.0,200.0,20.0,797.15,99.66,199.4,99.7,2.85,0.34,0.6,0.3,1.0,0.0,18.0,1000.0,1.0,0.0,0.1,0.2,0.8,0.003
18,900.0,90.0,100.0,10.0,896.75,99.65,99.45,99.45,3.25,0.35,0.55,0.55,1.0,0.0,19.0,1000.0,1.0,0.0,0.1,0.2,0.9,0.002
19,1000.0,100.0,0.0,0.0,995.7,99.57,0.0,0.0,4.3,0.43,0.0,0.0,1.0,0.0,20.0,1000.0,1.0,0.0,0.1,0.2,1.0,0.003
20,100.0,10.0,900.0,90.0,99.45,99.45,892.85,99.205,0.55,0.55,7.15,0.795,1.0,0.0,12.0,1000.0,1.0,0.0,0.1,0.3,0.1,0.008
21,200.0,20.0,800.0,80.0,198.8,99.4,793.85,99.225,1.2,0.6,6.15,0.775,1.0,0.0,14.0,1000.0,1.0,0.0,0.1,0.3,0.2,0.008
22,300.0,30.0,700.0,70.0,298.35,99.455,695.8,99.405,1.65,0.545,4.2,0.595,1.0,0.0,16.0,1000.0,1.0,0.0,0.1,0.3,0.3,0.006
23,400.0,40.0,600.0,60.0,398.55,99.65,596.9,99.48,1.45,0.35,3.1,0.52,1.0,0.0,18.0,1000.0,1.0,0.0,0.1,0.3,0.4,0.004
24,500.0,50.0,500.0,50.0,498.4,99.68,497.45,99.49,1.6,0.32,2.55,0.51,1.0,0.0,20.0,1000.0,1.0,0.0,0.1,0.3,0.5,0.004
25,600.0,60.0,400.0,40.0,596.7,99.445,397.7,99.43,3.3,0.555,2.3,0.57,1.0,0.0,22.0,1000.0,1.0,0.0,0.1,0.3,0.6,0.005
26,700.0,70.0,300.0,30.0,696.65,99.52,298.25,99.43,3.35,0.48,1.75,0.57,1.0,0.0,24.0,1000.0,1.0,0.0,0.1,0.3,0.7,0.006
27,800.0,80.0,200.0,20.0,797.35,99.68,199.4,99.7,2.65,0.32,0.6,0.3,1.0,0.0,26.0,1000.0,1.0,0.0,0.1,0.3,0.8,0.003
28,900.0,90.0,100.0,10.0,896.05,99.56,99.45,99.45,3.95,0.44,0.55,0.55,1.0,0.0,28.0,1000.0,1.0,0.0,0.1,0.3,0.9,0.004
29,1000.0,100.0,0.0,0.0,996.35,99.635,0.0,0.0,3.65,0.365,0.0,0.0,1.0,0.0,30.0,1000.0,1.0,0.0,0.1,0.3,1.0,0.004
30,100.0,10.0,900.0,90.0,99.3,99.3,891.1,99.015,0.7,0.7,8.9,0.985,1.0,0.0,13.0,1000.0,1.0,0.0,0.1,0.4,0.1,0.01
31,200.0,20.0,800.0,80.0,198.7,99.35,793.75,99.235,1.3,0.65,6.25,0.765,1.0,0.0,16.0,1000.0,1.0,0.0,0.1,0.4,0.2,0.006
32,300.0,30.0,700.0,70.0,298.7,99.575,695.9,99.43,1.3,0.425,4.1,0.57,1.0,0.0,19.0,1000.0,1.0,0.0,0.1,0.4,0.3,0.005
33,400.0,40.0,600.0,60.0,398.8,99.715,597.6,99.605,1.2,0.285,2.4,0.395,1.0,0.0,22.0,1000.0,1.0,0.0,0.1,0.4,0.4,0.002
34,500.0,50.0,500.0,50.0,497.7,99.54,497.65,99.53,2.3,0.46,2.35,0.47,1.0,0.0,25.0,1000.0,1.0,0.0,0.1,0.4,0.5,0.004
35,600.0,60.0,400.0,40.0,597.45,99.57,398.5,99.645,2.55,0.43,1.5,0.355,1.0,0.0,28.0,1000.0,1.0,0.0,0.1,0.4,0.6,0.004
36,700.0,70.0,300.0,30.0,698.85,99.86,299.35,99.795,1.15,0.14,0.65,0.205,1.0,0.0,31.0,1000.0,1.0,0.0,0.1,0.4,0.7,0.0
37,800.0,80.0,200.0,20.0,797.95,99.755,199.3,99.65,2.05,0.245,0.7,0.35,1.0,0.0,34.0,1000.0,1.0,0.0,0.1,0.4,0.8,0.0
38,900.0,90.0,100.0,10.0,897.35,99.72,99.65,99.65,2.65,0.28,0.35,0.35,1.0,0.0,37.0,1000.0,1.0,0.0,0.1,0.4,0.9,0.002
39,1000.0,100.0,0.0,0.0,998.15,99.815,0.0,0.0,1.85,0.185,0.0,0.0,1.0,0.0,40.0,1000.0,1.0,0.0,0.1,0.4,1.0,0.0
40,100.0,10.0,900.0,90.0,99.55,99.55,893.65,99.315,0.45,0.45,6.35,0.685,1.0,0.0,14.0,1000.0,1.0,0.0,0.1,0.5,0.1,0.005
41,200.0,20.0,800.0,80.0,199.2,99.6,797.1,99.655,0.8,0.4,2.9,0.345,1.0,0.0,18.0,1000.0,1.0,0.0,0.1,0.5,0.2,0.002
42,300.0,30.0,700.0,70.0,299.35,99.79,696.9,99.575,0.65,0.21,3.1,0.425,1.0,0.0,22.0,1000.0,1.0,0.0,0.1,0.5,0.3,0.003
43,400.0,40.0,600.0,60.0,398.85,99.73,597.5,99.575,1.15,0.27,2.5,0.425,1.0,0.0,26.0,1000.0,1.0,0.0,0.1,0.5,0.4,0.004
44,500.0,50.0,500.0,50.0,498.5,99.7,497.55,99.51,1.5,0.3,2.45,0.49,1.0,0.0,30.0,1000.0,1.0,0.0,0.1,0.5,0.5,0.004
45,600.0,60.0,400.0,40.0,598.5,99.74,398.8,99.71,1.5,0.26,1.2,0.29,1.0,0.0,34.0,1000.0,1.0,0.0,0.1,0.5,0.6,0.002
46,700.0,70.0,300.0,30.0,698.5,99.805,299.05,99.69,1.5,0.195,0.95,0.31,1.0,0.0,38.0,1000.0,1.0,0.0,0.1,0.5,0.7,0.0
47,800.0,80.0,200.0,20.0,798.05,99.775,199.6,99.8,1.95,0.225,0.4,0.2,1.0,0.0,42.0,1000.0,1.0,0.0,0.1,0.5,0.8,0.0
48,900.0,90.0,100.0,10.0,898.15,99.805,99.95,99.95,1.85,0.195,0.05,0.05,1.0,0.0,46.0,1000.0,1.0,0.0,0.1,0.5,0.9,0.001
49,1000.0,100.0,0.0,0.0,997.95,99.795,0.0,0.0,2.05,0.205,0.0,0.0,1.0,0.0,50.0,1000.0,1.0,0.0,0.1,0.5,1.0,0.002
50,100.0,10.0,900.0,90.0,99.65,99.65,894.15,99.345,0.35,0.35,5.85,0.655,1.0,0.0,15.0,1000.0,1.0,0.0,0.1,0.6,0.1,0.008
51,200.0,20.0,800.0,80.0,199.0,99.5,795.0,99.385,1.0,0.5,5.0,0.615,1.0,0.0,20.0,1000.0,1.0,0.0,0.1,0.6,0.2,0.004
52,300.0,30.0,700.0,70.0,299.45,99.82,697.0,99.585,0.55,0.18,3.0,0.415,1.0,0.0,25.0,1000.0,1.0,0.0,0.1,0.6,0.3,0.004
53,400.0,40.0,600.0,60.0,399.0,99.77,597.35,99.56,1.0,0.23,2.65,0.44,1.0,0.0,30.0,1000.0,1.0,0.0,0.1,0.6,0.4,0.004
54,500.0,50.0,500.0,50.0,499.1,99.82,497.95,99.59,0.9,0.18,2.05,0.41,1.0,0.0,35.0,1000.0,1.0,0.0,0.1,0.6,0.5,0.002
55,600.0,60.0,400.0,40.0,598.7,99.77,398.25,99.575,1.3,0.23,1.75,0.425,1.0,0.0,40.0,1000.0,1.0,0.0,0.1,0.6,0.6,0.002
56,700.0,70.0,300.0,30.0,698.1,99.735,299.1,99.71,1.9,0.265,0.9,0.29,1.0,0.0,45.0,1000.0,1.0,0.0,0.1,0.6,0.7,0.002
57,800.0,80.0,200.0,20.0,798.6,99.845,199.55,99.775,1.4,0.155,0.45,0.225,1.0,0.0,50.0,1000.0,1.0,0.0,0.1,0.6,0.8,0.0
58,900.0,90.0,100.0,10.0,898.4,99.84,99.75,99.75,1.6,0.16,0.25,0.25,1.0,0.0,55.0,1000.0,1.0,0.0,0.1,0.6,0.9,0.0
59,1000.0,100.0,0.0,0.0,998.6,99.86,0.0,0.0,1.4,0.14,0.0,0.0,1.0,0.0,60.0,1000.0,1.0,0.0,0.1,0.6,1.0,0.0
60,100.0,10.0,900.0,90.0,99.6,99.6,892.35,99.155,0.4,0.4,7.65,0.845,1.0,0.0,16.0,1000.0,1.0,0.0,0.1,0.7,0.1,0.008
61,200.0,20.0,800.0,80.0,199.75,99.875,795.6,99.465,0.25,0.125,4.4,0.535,1.0,0.0,22.0,1000.0,1.0,0.0,0.1,0.7,0.2,0.004
62,300.0,30.0,700.0,70.0,299.45,99.835,697.35,99.625,0.55,0.165,2.65,0.375,1.0,0.0,28.0,1000.0,1.0,0.0,0.1,0.7,0.3,0.002
63,400.0,40.0,600.0,60.0,399.5,99.885,598.0,99.665,0.5,0.115,2.0,0.335,1.0,0.0,34.0,1000.0,1.0,0.0,0.1,0.7,0.4,0.002
64,500.0,50.0,500.0,50.0,498.65,99.73,498.6,99.72,1.35,0.27,1.4,0.28,1.0,0.0,40.0,1000.0,1.0,0.0,0.1,0.7,0.5,0.002
65,600.0,60.0,400.0,40.0,599.0,99.815,399.0,99.755,1.0,0.185,1.0,0.245,1.0,0.0,46.0,1000.0,1.0,0.0,0.1,0.7,0.6,0.0
66,700.0,70.0,300.0,30.0,698.95,99.88,299.2,99.745,1.05,0.12,0.8,0.255,1.0,0.0,52.0,1000.0,1.0,0.0,0.1,0.7,0.7,0.0
67,800.0,80.0,200.0,20.0,798.85,99.88,199.4,99.7,1.15,0.12,0.6,0.3,1.0,0.0,58.0,1000.0,1.0,0.0,0.1,0.7,0.8,0.0
68,900.0,90.0,100.0,10.0,898.7,99.87,99.85,99.85,1.3,0.13,0.15,0.15,1.0,0.0,64.0,1000.0,1.0,0.0,0.1,0.7,0.9,0.0
69,1000.0,100.0,0.0,0.0,998.5,99.85,0.0,0.0,1.5,0.15,0.0,0.0,1.0,0.0,70.0,1000.0,1.0,0.0,0.1,0.7,1.0,0.0
70,100.0,10.0,900.0,90.0,99.9,99.9,894.9,99.435,0.1,0.1,5.1,0.565,1.0,0.0,17.0,1000.0,1.0,0.0,0.1,0.8,0.1,0.005
71,200.0,20.0,800.0,80.0,199.7,99.85,795.6,99.45,0.3,0.15,4.4,0.55,1.0,0.0,24.0,1000.0,1.0,0.0,0.1,0.8,0.2,0.006
72,300.0,30.0,700.0,70.0,299.45,99.825,697.1,99.6,0.55,0.175,2.9,0.4,1.0,0.0,31.0,1000.0,1.0,0.0,0.1,0.8,0.3,0.003
73,400.0,40.0,600.0,60.0,399.6,99.92,598.05,99.675,0.4,0.08,1.95,0.325,1.0,0.0,38.0,1000.0,1.0,0.0,0.1,0.8,0.4,0.002
74,500.0,50.0,500.0,50.0,499.35,99.87,498.45,99.69,0.65,0.13,1.55,0.31,1.0,0.0,45.0,1000.0,1.0,0.0,0.1,0.8,0.5,0.001
75,600.0,60.0,400.0,40.0,599.2,99.845,398.95,99.755,0.8,0.155,1.05,0.245,1.0,0.0,52.0,1000.0,1.0,0.0,0.1,0.8,0.6,0.0
76,700.0,70.0,300.0,30.0,698.85,99.86,299.4,99.8,1.15,0.14,0.6,0.2,1.0,0.0,59.0,1000.0,1.0,0.0,0.1,0.8,0.7,0.0
77,800.0,80.0,200.0,20.0,798.75,99.87,199.65,99.825,1.25,0.13,0.35,0.175,1.0,0.0,66.0,1000.0,1.0,0.0,0.1,0.8,0.8,0.0
78,900.0,90.0,100.0,10.0,898.85,99.885,99.7,99.7,1.15,0.115,0.3,0.3,1.0,0.0,73.0,1000.0,1.0,0.0,0.1,0.8,0.9,0.0
79,1000.0,100.0,0.0,0.0,998.8,99.88,0.0,0.0,1.2,0.12,0.0,0.0,1.0,0.0,80.0,1000.0,1.0,0.0,0.1,0.8,1.0,0.0
80,100.0,10.0,900.0,90.0,99.85,99.85,893.55,99.29,0.15,0.15,6.45,0.71,1.0,0.0,18.0,1000.0,1.0,0.0,0.1,0.9,0.1,0.006
81,200.0,20.0,800.0,80.0,199.9,99.95,796.3,99.55,0.1,0.05,3.7,0.45,1.0,0.0,26.0,1000.0,1.0,0.0,0.1,0.9,0.2,0.002
82,300.0,30.0,700.0,70.0,299.5,99.85,698.05,99.725,0.5,0.15,1.95,0.275,1.0,0.0,34.0,1000.0,1.0,0.0,0.1,0.9,0.3,0.001
83,400.0,40.0,600.0,60.0,399.65,99.93,597.95,99.645,0.35,0.07,2.05,0.355,1.0,0.0,42.0,1000.0,1.0,0.0,0.1,0.9,0.4,0.0
84,500.0,50.0,500.0,50.0,499.35,99.87,498.7,99.74,0.65,0.13,1.3,0.26,1.0,0.0,50.0,1000.0,1.0,0.0,0.1,0.9,0.5,0.0
85,600.0,60.0,400.0,40.0,599.4,99.885,398.85,99.74,0.6,0.115,1.15,0.26,1.0,0.0,58.0,1000.0,1.0,0.0,0.1,0.9,0.6,0.0
86,700.0,70.0,300.0,30.0,698.8,99.855,299.5,99.84,1.2,0.145,0.5,0.16,1.0,0.0,66.0,1000.0,1.0,0.0,0.1,0.9,0.7,0.0
87,800.0,80.0,200.0,20.0,798.9,99.885,199.7,99.85,1.1,0.115,0.3,0.15,1.0,0.0,74.0,1000.0,1.0,0.0,0.1,0.9,0.8,0.0
88,900.0,90.0,100.0,10.0,899.05,99.905,99.65,99.65,0.95,0.095,0.35,0.35,1.0,0.0,82.0,1000.0,1.0,0.0,0.1,0.9,0.9,0.0
89,1000.0,100.0,0.0,0.0,998.85,99.885,0.0,0.0,1.15,0.115,0.0,0.0,1.0,0.0,90.0,1000.0,1.0,0.0,0.1,0.9,1.0,0.0
90,100.0,10.0,900.0,90.0,99.85,99.85,894.25,99.37,0.15,0.15,5.75,0.63,1.0,0.0,19.0,1000.0,1.0,0.0,0.1,1.0,0.1,0.006
91,200.0,20.0,800.0,80.0,199.85,99.925,796.6,99.595,0.15,0.075,3.4,0.405,1.0,0.0,28.0,1000.0,1.0,0.0,0.1,1.0,0.2,0.002
92,300.0,30.0,700.0,70.0,299.7,99.91,698.45,99.8,0.3,0.09,1.55,0.2,1.0,0.0,37.0,1000.0,1.0,0.0,0.1,1.0,0.3,0.0
93,400.0,40.0,600.0,60.0,399.4,99.88,599.2,99.855,0.6,0.12,0.8,0.145,1.0,0.0,46.0,1000.0,1.0,0.0,0.1,1.0,0.4,0.0
94,500.0,50.0,500.0,50.0,499.45,99.89,498.95,99.79,0.55,0.11,1.05,0.21,1.0,0.0,55.0,1000.0,1.0,0.0,0.1,1.0,0.5,0.0
95,600.0,60.0,400.0,40.0,599.45,99.89,399.15,99.805,0.55,0.11,0.85,0.195,1.0,0.0,64.0,1000.0,1.0,0.0,0.1,1.0,0.6,0.0
96,700.0,70.0,300.0,30.0,699.3,99.93,299.2,99.735,0.7,0.07,0.8,0.265,1.0,0.0,73.0,1000.0,1.0,0.0,0.1,1.0,0.7,0.0
97,800.0,80.0,200.0,20.0,799.15,99.915,199.5,99.75,0.85,0.085,0.5,0.25,1.0,0.0,82.0,1000.0,1.0,0.0,0.1,1.0,0.8,0.0
98,900.0,90.0,100.0,10.0,899.1,99.91,99.85,99.85,0.9,0.09,0.15,0.15,1.0,0.0,91.0,1000.0,1.0,0.0,0.1,1.0,0.9,0.0
99,1000.0,100.0,0.0,0.0,999.0,99.9,0.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,100.0,1000.0,1.0,0.0,0.1,1.0,1.0,0.0
100,100.0,10.0,900.0,90.0,99.6,99.6,896.35,99.605,0.4,0.4,3.65,0.395,1.0,0.0,19.0,1000.0,1.0,0.0,0.2,0.1,0.1,0.003
101,200.0,20.0,800.0,80.0,199.0,99.5,795.75,99.49,1.0,0.5,4.25,0.51,1.0,0.0,18.0,1000.0,1.0,0.0,0.2,0.1,0.2,0.004
102,300.0,30.0,700.0,70.0,298.7,99.58,696.9,99.565,1.3,0.42,3.1,0.435,1.0,0.0,17.0,1000.0,1.0,0.0,0.2,0.1,0.3,0.004
103,400.0,40.0,600.0,60.0,397.65,99.425,597.15,99.525,2.35,0.575,2.85,0.475,1.0,0.0,16.0,1000.0,1.0,0.0,0.2,0.1,0.4,0.004
104,500.0,50.0,500.0,50.0,497.25,99.45,497.75,99.55,2.75,0.55,2.25,0.45,1.0,0.0,15.0,1000.0,1.0,0.0,0.2,0.1,0.5,0.004
105,600.0,60.0,400.0,40.0,595.7,99.29,397.6,99.4,4.3,0.71,2.4,0.6,1.0,0.0,14.0,1000.0,1.0,0.0,0.2,0.1,0.6,0.008
106,700.0,70.0,300.0,30.0,695.35,99.335,298.1,99.37,4.65,0.665,1.9,0.63,1.0,0.0,13.0,1000.0,1.0,0.0,0.2,0.1,0.7,0.006
107,800.0,80.0,200.0,20.0,794.3,99.3,198.4,99.2,5.7,0.7,1.6,0.8,1.0,0.0,12.0,1000.0,1.0,0.0,0.2,0.1,0.8,0.007
108,900.0,90.0,100.0,10.0,893.7,99.315,99.25,99.25,6.3,0.685,0.75,0.75,1.0,0.0,11.0,1000.0,1.0,0.0,0.2,0.1,0.9,0.007
109,1000.0,100.0,0.0,0.0,991.4,99.14,0.0,0.0,8.6,0.86,0.0,0.0,1.0,0.0,10.0,1000.0,1.0,0.0,0.2,0.1,1.0,0.008
110,100.0,10.0,900.0,90.0,99.5,99.5,896.6,99.635,0.5,0.5,3.4,0.365,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,0.1,0.004
111,200.0,20.0,800.0,80.0,199.1,99.55,796.45,99.56,0.9,0.45,3.55,0.44,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,0.2,0.004
112,300.0,30.0,700.0,70.0,298.6,99.545,697.25,99.62,1.4,0.455,2.75,0.38,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,0.3,0.004
113,400.0,40.0,600.0,60.0,397.9,99.475,597.3,99.545,2.1,0.525,2.7,0.455,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,0.4,0.004
114,500.0,50.0,500.0,50.0,498.35,99.67,497.7,99.54,1.65,0.33,2.3,0.46,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,0.5,0.004
115,600.0,60.0,400.0,40.0,596.3,99.38,398.3,99.59,3.7,0.62,1.7,0.41,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,0.6,0.006
116,700.0,70.0,300.0,30.0,697.2,99.61,299.1,99.705,2.8,0.39,0.9,0.295,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,0.7,0.003
117,800.0,80.0,200.0,20.0,795.9,99.515,199.3,99.65,4.1,0.485,0.7,0.35,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,0.8,0.004
118,900.0,90.0,100.0,10.0,895.75,99.545,99.5,99.5,4.25,0.455,0.5,0.5,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,0.9,0.004
119,1000.0,100.0,0.0,0.0,994.65,99.465,0.0,0.0,5.35,0.535,0.0,0.0,1.0,0.0,20.0,1000.0,1.0,0.0,0.2,0.2,1.0,0.004
120,100.0,10.0,900.0,90.0,99.7,99.7,897.25,99.705,0.3,0.3,2.75,0.295,1.0,0.0,21.0,1000.0,1.0,0.0,0.2,0.3,0.1,0.003
121,200.0,20.0,800.0,80.0,199.05,99.525,795.7,99.48,0.95,0.475,4.3,0.52,1.0,0.0,22.0,1000.0,1.0,0.0,0.2,0.3,0.2,0.005
122,300.0,30.0,700.0,70.0,298.55,99.52,696.15,99.455,1.45,0.48,3.85,0.545,1.0,0.0,23.0,1000.0,1.0,0.0,0.2,0.3,0.3,0.006
123,400.0,40.0,600.0,60.0,398.2,99.56,597.45,99.57,1.8,0.44,2.55,0.43,1.0,0.0,24.0,1000.0,1.0,0.0,0.2,0.3,0.4,0.004
124,500.0,50.0,500.0,50.0,498.4,99.68,497.9,99.58,1.6,0.32,2.1,0.42,1.0,0.0,25.0,1000.0,1.0,0.0,0.2,0.3,0.5,0.003
125,600.0,60.0,400.0,40.0,597.9,99.65,398.25,99.57,2.1,0.35,1.75,0.43,1.0,0.0,26.0,1000.0,1.0,0.0,0.2,0.3,0.6,0.004
126,700.0,70.0,300.0,30.0,697.35,99.63,299.0,99.67,2.65,0.37,1.0,0.33,1.0,0.0,27.0,1000.0,1.0,0.0,0.2,0.3,0.7,0.004
127,800.0,80.0,200.0,20.0,797.35,99.68,199.4,99.7,2.65,0.32,0.6,0.3,1.0,0.0,28.0,1000.0,1.0,0.0,0.2,0.3,0.8,0.004
128,900.0,90.0,100.0,10.0,897.55,99.735,99.7,99.7,2.45,0.265,0.3,0.3,1.0,0.0,29.0,1000.0,1.0,0.0,0.2,0.3,0.9,0.002
129,1000.0,100.0,0.0,0.0,997.1,99.71,0.0,0.0,2.9,0.29,0.0,0.0,1.0,0.0,30.0,1000.0,1.0,0.0,0.2,0.3,1.0,0.002
130,100.0,10.0,900.0,90.0,99.55,99.55,894.5,99.395,0.45,0.45,5.5,0.605,1.0,0.0,22.0,1000.0,1.0,0.0,0.2,0.4,0.1,0.006
131,200.0,20.0,800.0,80.0,199.2,99.6,795.85,99.495,0.8,0.4,4.15,0.505,1.0,0.0,24.0,1000.0,1.0,0.0,0.2,0.4,0.2,0.005
132,300.0,30.0,700.0,70.0,298.9,99.635,697.3,99.625,1.1,0.365,2.7,0.375,1.0,0.0,26.0,1000.0,1.0,0.0,0.2,0.4,0.3,0.002
133,400.0,40.0,600.0,60.0,399.2,99.825,598.05,99.675,0.8,0.175,1.95,0.325,1.0,0.0,28.0,1000.0,1.0,0.0,0.2,0.4,0.4,0.002
134,500.0,50.0,500.0,50.0,498.45,99.69,497.7,99.54,1.55,0.31,2.3,0.46,1.0,0.0,30.0,1000.0,1.0,0.0,0.2,0.4,0.5,0.002
135,600.0,60.0,400.0,40.0,597.35,99.555,398.55,99.65,2.65,0.445,1.45,0.35,1.0,0.0,32.0,1000.0,1.0,0.0,0.2,0.4,0.6,0.002
136,700.0,70.0,300.0,30.0,698.35,99.77,298.8,99.605,1.65,0.23,1.2,0.395,1.0,0.0,34.0,1000.0,1.0,0.0,0.2,0.4,0.7,0.002
137,800.0,80.0,200.0,20.0,797.8,99.74,199.25,99.625,2.2,0.26,0.75,0.375,1.0,0.0,36.0,1000.0,1.0,0.0,0.2,0.4,0.8,0.002
138,900.0,90.0,100.0,10.0,897.8,99.775,99.6,99.6,2.2,0.225,0.4,0.4,1.0,0.0,38.0,1000.0,1.0,0.0,0.2,0.4,0.9,0.0
139,1000.0,100.0,0.0,0.0,997.2,99.72,0.0,0.0,2.8,0.28,0.0,0.0,1.0,0.0,40.0,1000.0,1.0,0.0,0.2,0.4,1.0,0.002
140,100.0,10.0,900.0,90.0,99.6,99.6,897.05,99.685,0.4,0.4,2.95,0.315,1.0,0.0,23.0,1000.0,1.0,0.0,0.2,0.5,0.1,0.002
141,200.0,20.0,800.0,80.0,199.45,99.725,796.1,99.525,0.55,0.275,3.9,0.475,1.0,0.0,26.0,1000.0,1.0,0.0,0.2,0.5,0.2,0.004
142,300.0,30.0,700.0,70.0,299.15,99.72,697.25,99.615,0.85,0.28,2.75,0.385,1.0,0.0,29.0,1000.0,1.0,0.0,0.2,0.5,0.3,0.004
143,400.0,40.0,600.0,60.0,398.8,99.715,597.35,99.555,1.2,0.285,2.65,0.445,1.0,0.0,32.0,1000.0,1.0,0.0,0.2,0.5,0.4,0.002
144,500.0,50.0,500.0,50.0,498.95,99.79,497.95,99.59,1.05,0.21,2.05,0.41,1.0,0.0,35.0,1000.0,1.0,0.0,0.2,0.5,0.5,0.002
145,600.0,60.0,400.0,40.0,598.85,99.79,398.6,99.67,1.15,0.21,1.4,0.33,1.0,0.0,38.0,1000.0,1.0,0.0,0.2,0.5,0.6,0.001
146,700.0,70.0,300.0,30.0,698.65,99.835,298.95,99.655,1.35,0.165,1.05,0.345,1.0,0.0,41.0,1000.0,1.0,0.0,0.2,0.5,0.7,0.002
147,800.0,80.0,200.0,20.0,798.45,99.82,199.55,99.775,1.55,0.18,0.45,0.225,1.0,0.0,44.0,1000.0,1.0,0.0,0.2,0.5,0.8,0.001
148,900.0,90.0,100.0,10.0,898.3,99.83,99.85,99.85,1.7,0.17,0.15,0.15,1.0,0.0,47.0,1000.0,1.0,0.0,0.2,0.5,0.9,0.0
149,1000.0,100.0,0.0,0.0,997.95,99.795,0.0,0.0,2.05,0.205,0.0,0.0,1.0,0.0,50.0,1000.0,1.0,0.0,0.2,0.5,1.0,0.0
150,100.0,10.0,900.0,90.0,99.85,99.85,896.35,99.605,0.15,0.15,3.65,0.395,1.0,0.0,24.0,1000.0,1.0,0.0,0.2,0.6,0.1,0.003
