ID,Vaccinated,Vaccinated(%),Unvaccinated,Unvaccinated(%),Healthy vaccinated,Healthy vaccinated(%),Healthy unvaccinated,Healthy unvaccinated(%),Infected vaccinated,Infected vaccinated(%),Infected unvaccinated,Infected unvaccinated(%),Herd Immunity,Herd Immunity Current,Herd Immunity Needed,population,Rnull,Rrange,natImmunity,vacImmunity,vaccinated,totInfected
4695,600.0,60.0,400.0,40.0,599.55,99.91,395.0,98.765,0.45,0.09,5.0,1.235,0.0,71.4,68.0,1000.0,3.5,0.0,0.2,1.0,0.6,0.004
4696,700.0,70.0,300.0,30.0,699.3,99.93,298.35,99.45,0.7,0.07,1.65,0.55,1.0,71.4,76.0,1000.0,3.5,0.0,0.2,1.0,0.7,0.002
4697,800.0,80.0,200.0,20.0,799.1,99.91,199.15,99.575,0.9,0.09,0.85,0.425,1.0,71.4,84.0,1000.0,3.5,0.0,0.2,1.0,0.8,0.0
4698,900.0,90.0,100.0,10.0,899.2,99.92,99.1,99.1,0.8,0.08,0.9,0.9,1.0,71.4,92.0,1000.0,3.5,0.0,0.2,1.0,0.9,0.0
4699,1000.0,100.0,0.0,0.0,999.0,99.9,0.0,0.0,1.0,0.1,0.0,0.0,1.0,71.4,100.0,1000.0,3.5,0.0,0.2,1.0,1.0,0.0
4700,100.0,10.0,900.0,90.0,15.05,15.05,199.1,22.115,84.95,84.95,700.9,77.885,0.0,71.4,28.0,1000.0,3.5,0.0,0.3,0.1,0.1,0.785
4701,200.0,20.0,800.0,80.0,21.25,10.625,134.95,16.865,178.75,89.375,665.05,83.135,0.0,71.4,26.0,1000.0,3.5,0.0,0.3,0.1,0.2,0.843
4702,300.0,30.0,700.0,70.0,28.6,9.53,113.6,16.23,271.4,90.47,586.4,83.77,0.0,71.4,24.0,1000.0,3.5,0.0,0.3,0.1,0.3,0.857
4703,400.0,40.0,600.0,60.0,37.85,9.475,96.65,16.11,362.15,90.525,503.35,83.89,0.0,71.4,22.0,1000.0,3.5,0.0,0.3,0.1,0.4,0.864
4704,500.0,50.0,500.0,50.0,49.5,9.9,83.25,16.65,450.5,90.1,416.75,83.35,0.0,71.4,20.0,1000.0,3.5,0.0,0.3,0.1,0.5,0.867
4705,600.0,60.0,400.0,40.0,52.8,8.815,63.9,15.97,547.2,91.185,336.1,84.03,0.0,71.4,18.0,1000.0,3.5,0.0,0.3,0.1,0.6,0.883
4706,700.0,70.0,300.0,30.0,64.15,9.155,46.7,15.565,635.85,90.845,253.3,84.435,0.0,71.4,16.0,1000.0,3.5,0.0,0.3,0.1,0.7,0.889
4707,800.0,80.0,200.0,20.0,70.0,8.75,27.95,13.975,730.0,91.25,172.05,86.025,0.0,71.4,14.0,1000.0,3.5,0.0,0.3,0.1,0.8,0.903
4708,900.0,90.0,100.0,10.0,77.95,8.665,14.85,14.85,822.05,91.335,85.15,85.15,0.0,71.4,12.0,1000.0,3.5,0.0,0.3,0.1,0.9,0.909
4709,1000.0,100.0,0.0,0.0,83.8,8.38,0.0,0.0,916.2,91.62,0.0,0.0,0.0,71.4,10.0,1000.0,3.5,0.0,0.3,0.1,1.0,0.917
4710,100.0,10.0,900.0,90.0,17.2,17.2,195.65,21.735,82.8,82.8,704.35,78.265,0.0,71.4,29.0,1000.0,3.5,0.0,0.3,0.2,0.1,0.788
4711,200.0,20.0,800.0,80.0,27.6,13.8,142.4,17.805,172.4,86.2,657.6,82.195,0.0,71.4,28.0,1000.0,3.5,0.0,0.3,0.2,0.2,0.83
4712,300.0,30.0,700.0,70.0,36.7,12.24,122.4,17.49,263.3,87.76,577.6,82.51,0.0,71.4,27.0,1000.0,3.5,0.0,0.3,0.2,0.3,0.842
4713,400.0,40.0,600.0,60.0,72.85,18.21,124.7,20.78,327.15,81.79,475.3,79.22,0.0,71.4,26.0,1000.0,3.5,0.0,0.3,0.2,0.4,0.801
4714,500.0,50.0,500.0,50.0,64.95,12.99,85.4,17.08,435.05,87.01,414.6,82.92,0.0,71.4,25.0,1000.0,3.5,0.0,0.3,0.2,0.5,0.849
4715,600.0,60.0,400.0,40.0,74.25,12.375,64.75,16.185,525.75,87.625,335.25,83.815,0.0,71.4,24.0,1000.0,3.5,0.0,0.3,0.2,0.6,0.86
4716,700.0,70.0,300.0,30.0,119.5,17.07,58.8,19.595,580.5,82.93,241.2,80.405,0.0,71.4,23.0,1000.0,3.5,0.0,0.3,0.2,0.7,0.822
4717,800.0,80.0,200.0,20.0,93.95,11.74,32.2,16.1,706.05,88.26,167.8,83.9,0.0,71.4,22.0,1000.0,3.5,0.0,0.3,0.2,0.8,0.875
4718,900.0,90.0,100.0,10.0,109.9,12.225,16.7,16.7,790.1,87.775,83.3,83.3,0.0,71.4,21.0,1000.0,3.5,0.0,0.3,0.2,0.9,0.874
4719,1000.0,100.0,0.0,0.0,119.2,11.92,0.0,0.0,880.8,88.08,0.0,0.0,0.0,71.4,20.0,1000.0,3.5,0.0,0.3,0.2,1.0,0.881
4720,100.0,10.0,900.0,90.0,23.1,23.1,203.35,22.59,76.9,76.9,696.65,77.41,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,0.1,0.773
4721,200.0,20.0,800.0,80.0,53.0,26.5,208.95,26.105,147.0,73.5,591.05,73.895,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,0.2,0.738
4722,300.0,30.0,700.0,70.0,64.05,21.345,146.9,20.995,235.95,78.655,553.1,79.005,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,0.3,0.788
4723,400.0,40.0,600.0,60.0,73.6,18.37,110.5,18.425,326.4,81.63,489.5,81.575,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,0.4,0.816
4724,500.0,50.0,500.0,50.0,112.6,22.52,107.85,21.57,387.4,77.48,392.15,78.43,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,0.5,0.78
4725,600.0,60.0,400.0,40.0,105.15,17.53,70.2,17.55,494.85,82.47,329.8,82.45,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,0.6,0.824
4726,700.0,70.0,300.0,30.0,125.6,17.945,52.2,17.405,574.4,82.055,247.8,82.595,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,0.7,0.822
4727,800.0,80.0,200.0,20.0,170.9,21.355,45.3,22.65,629.1,78.645,154.7,77.35,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,0.8,0.784
4728,900.0,90.0,100.0,10.0,163.4,18.16,18.9,18.9,736.6,81.84,81.1,81.1,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,0.9,0.817
4729,1000.0,100.0,0.0,0.0,215.5,21.55,0.0,0.0,784.5,78.45,0.0,0.0,0.0,71.4,30.0,1000.0,3.5,0.0,0.3,0.3,1.0,0.785
4730,100.0,10.0,900.0,90.0,28.5,28.5,200.3,22.25,71.5,71.5,699.7,77.75,0.0,71.4,31.0,1000.0,3.5,0.0,0.3,0.4,0.1,0.771
4731,200.0,20.0,800.0,80.0,45.55,22.775,139.3,17.415,154.45,77.225,660.7,82.585,0.0,71.4,32.0,1000.0,3.5,0.0,0.3,0.4,0.2,0.815
4732,300.0,30.0,700.0,70.0,92.45,30.82,187.1,26.72,207.55,69.18,512.9,73.28,0.0,71.4,33.0,1000.0,3.5,0.0,0.3,0.4,0.3,0.722
4733,400.0,40.0,600.0,60.0,115.6,28.905,142.05,23.67,284.4,71.095,457.95,76.33,0.0,71.4,34.0,1000.0,3.5,0.0,0.3,0.4,0.4,0.743
4734,500.0,50.0,500.0,50.0,176.7,35.34,158.25,31.65,323.3,64.66,341.75,68.35,0.0,71.4,35.0,1000.0,3.5,0.0,0.3,0.4,0.5,0.665
4735,600.0,60.0,400.0,40.0,172.4,28.725,95.3,23.825,427.6,71.275,304.7,76.175,0.0,71.4,36.0,1000.0,3.5,0.0,0.3,0.4,0.6,0.733
4736,700.0,70.0,300.0,30.0,171.05,24.44,57.85,19.285,528.95,75.56,242.15,80.715,0.0,71.4,37.0,1000.0,3.5,0.0,0.3,0.4,0.7,0.771
4737,800.0,80.0,200.0,20.0,297.1,37.135,66.8,33.4,502.9,62.865,133.2,66.6,0.0,71.4,38.0,1000.0,3.5,0.0,0.3,0.4,0.8,0.636
4738,900.0,90.0,100.0,10.0,271.1,30.12,25.25,25.25,628.9,69.88,74.75,74.75,0.0,71.4,39.0,1000.0,3.5,0.0,0.3,0.4,0.9,0.703
4739,1000.0,100.0,0.0,0.0,382.2,38.22,0.0,0.0,617.8,61.78,0.0,0.0,0.0,71.4,40.0,1000.0,3.5,0.0,0.3,0.4,1.0,0.618
4740,100.0,10.0,900.0,90.0,34.45,34.45,200.95,22.33,65.55,65.55,699.05,77.67,0.0,71.4,32.0,1000.0,3.5,0.0,0.3,0.5,0.1,0.766
4741,200.0,20.0,800.0,80.0,67.9,33.95,190.55,23.835,132.1,66.05,609.45,76.165,0.0,71.4,34.0,1000.0,3.5,0.0,0.3,0.5,0.2,0.742
4742,300.0,30.0,700.0,70.0,115.05,38.35,196.25,28.05,184.95,61.65,503.75,71.95,0.0,71.4,36.0,1000.0,3.5,0.0,0.3,0.5,0.3,0.69
4743,400.0,40.0,600.0,60.0,148.75,37.19,150.95,25.17,251.25,62.81,449.05,74.83,0.0,71.4,38.0,1000.0,3.5,0.0,0.3,0.5,0.4,0.701
4744,500.0,50.0,500.0,50.0,198.4,39.68,147.9,29.58,301.6,60.32,352.1,70.42,0.0,71.4,40.0,1000.0,3.5,0.0,0.3,0.5,0.5,0.654
4745,600.0,60.0,400.0,40.0,287.55,47.93,155.8,38.96,312.45,52.07,244.2,61.04,0.0,71.4,42.0,1000.0,3.5,0.0,0.3,0.5,0.6,0.557
4746,700.0,70.0,300.0,30.0,318.35,45.48,105.95,35.32,381.65,54.52,194.05,64.68,0.0,71.4,44.0,1000.0,3.5,0.0,0.3,0.5,0.7,0.576
4747,800.0,80.0,200.0,20.0,359.3,44.915,65.6,32.8,440.7,55.085,134.4,67.2,0.0,71.4,46.0,1000.0,3.5,0.0,0.3,0.5,0.8,0.576
4748,900.0,90.0,100.0,10.0,573.55,63.73,55.7,55.7,326.45,36.27,44.3,44.3,0.0,71.4,48.0,1000.0,3.5,0.0,0.3,0.5,0.9,0.371
4749,1000.0,100.0,0.0,0.0,479.85,47.985,0.0,0.0,520.15,52.015,0.0,0.0,0.0,71.4,50.0,1000.0,3.5,0.0,0.3,0.5,1.0,0.52
4750,100.0,10.0,900.0,90.0,38.15,38.15,169.6,18.855,61.85,61.85,730.4,81.145,0.0,71.4,33.0,1000.0,3.5,0.0,0.3,0.6,0.1,0.792
4751,200.0,20.0,800.0,80.0,92.95,46.475,226.35,28.295,107.05,53.525,573.65,71.705,0.0,71.4,36.0,1000.0,3.5,0.0,0.3,0.6,0.2,0.68
4752,300.0,30.0,700.0,70.0,130.5,43.49,179.2,25.595,169.5,56.51,520.8,74.405,0.0,71.4,39.0,1000.0,3.5,0.0,0.3,0.6,0.3,0.69
4753,400.0,40.0,600.0,60.0,186.15,46.545,165.05,27.52,213.85,53.455,434.95,72.48,0.0,71.4,42.0,1000.0,3.5,0.0,0.3,0.6,0.4,0.648
4754,500.0,50.0,500.0,50.0,258.25,51.65,170.35,34.07,241.75,48.35,329.65,65.93,0.0,71.4,45.0,1000.0,3.5,0.0,0.3,0.6,0.5,0.572
4755,600.0,60.0,400.0,40.0,371.35,61.885,186.35,46.595,228.65,38.115,213.65,53.405,0.0,71.4,48.0,1000.0,3.5,0.0,0.3,0.6,0.6,0.442
4756,700.0,70.0,300.0,30.0,432.0,61.715,137.65,45.885,268.0,38.285,162.35,54.115,0.0,71.4,51.0,1000.0,3.5,0.0,0.3,0.6,0.7,0.43
4757,800.0,80.0,200.0,20.0,553.45,69.19,108.4,54.2,246.55,30.81,91.6,45.8,0.0,71.4,54.0,1000.0,3.5,0.0,0.3,0.6,0.8,0.338
4758,900.0,90.0,100.0,10.0,725.75,80.64,70.2,70.2,174.25,19.36,29.8,29.8,0.0,71.4,57.0,1000.0,3.5,0.0,0.3,0.6,0.9,0.204
4759,1000.0,100.0,0.0,0.0,889.55,88.955,0.0,0.0,110.45,11.045,0.0,0.0,0.0,71.4,60.0,1000.0,3.5,0.0,0.3,0.6,1.0,0.11
4760,100.0,10.0,900.0,90.0,55.2,55.2,254.6,28.305,44.8,44.8,645.4,71.695,0.0,71.4,34.0,1000.0,3.5,0.0,0.3,0.7,0.1,0.691
4761,200.0,20.0,800.0,80.0,110.6,55.3,210.05,26.26,89.4,44.7,589.95,73.74,0.0,71.4,38.0,1000.0,3.5,0.0,0.3,0.7,0.2,0.679
4762,300.0,30.0,700.0,70.0,174.9,58.295,196.55,28.07,125.1,41.705,503.45,71.93,0.0,71.4,42.0,1000.0,3.5,0.0,0.3,0.7,0.3,0.629
4763,400.0,40.0,600.0,60.0,246.0,61.495,213.8,35.63,154.0,38.505,386.2,64.37,0.0,71.4,46.0,1000.0,3.5,0.0,0.3,0.7,0.4,0.54
4764,500.0,50.0,500.0,50.0,357.1,71.42,252.0,50.4,142.9,28.58,248.0,49.6,0.0,71.4,50.0,1000.0,3.5,0.0,0.3,0.7,0.5,0.392
4765,600.0,60.0,400.0,40.0,469.45,78.24,238.45,59.635,130.55,21.76,161.55,40.365,0.0,71.4,54.0,1000.0,3.5,0.0,0.3,0.7,0.6,0.292
4766,700.0,70.0,300.0,30.0,617.25,88.195,230.6,76.855,82.75,11.805,69.4,23.145,0.0,71.4,58.0,1000.0,3.5,0.0,0.3,0.7,0.7,0.152
4767,800.0,80.0,200.0,20.0,758.4,94.8,180.25,90.125,41.6,5.2,19.75,9.875,0.0,71.4,62.0,1000.0,3.5,0.0,0.3,0.7,0.8,0.06
4768,900.0,90.0,100.0,10.0,890.0,98.895,98.45,98.45,10.0,1.105,1.55,1.55,0.0,71.4,66.0,1000.0,3.5,0.0,0.3,0.7,0.9,0.011
4769,1000.0,100.0,0.0,0.0,993.65,99.365,0.0,0.0,6.35,0.635,0.0,0.0,0.0,71.4,70.0,1000.0,3.5,0.0,0.3,0.7,1.0,0.007
4770,100.0,10.0,900.0,90.0,66.2,66.2,256.1,28.45,33.8,33.8,643.9,71.55,0.0,71.4,35.0,1000.0,3.5,0.0,0.3,0.8,0.1,0.677
4771,200.0,20.0,800.0,80.0,133.5,66.75,217.9,27.245,66.5,33.25,582.1,72.755,0.0,71.4,40.0,1000.0,3.5,0.0,0.3,0.8,0.2,0.648
4772,300.0,30.0,700.0,70.0,229.45,76.49,304.7,43.53,70.55,23.51,395.3,56.47,0.0,71.4,45.0,1000.0,3.5,0.0,0.3,0.8,0.3,0.466
4773,400.0,40.0,600.0,60.0,332.7,83.18,349.55,58.265,67.3,16.82,250.45,41.735,0.0,71.4,50.0,1000.0,3.5,0.0,0.3,0.8,0.4,0.318
4774,500.0,50.0,500.0,50.0,429.3,85.86,303.2,60.64,70.7,14.14,196.8,39.36,0.0,71.4,55.0,1000.0,3.5,0.0,0.3,0.8,0.5,0.267
4775,600.0,60.0,400.0,40.0,567.8,94.635,335.55,83.9,32.2,5.365,64.45,16.1,0.0,71.4,60.0,1000.0,3.5,0.0,0.3,0.8,0.6,0.096
4776,700.0,70.0,300.0,30.0,686.4,98.075,283.2,94.4,13.6,1.925,16.8,5.6,0.0,71.4,65.0,1000.0,3.5,0.0,0.3,0.8,0.7,0.031
4777,800.0,80.0,200.0,20.0,795.45,99.455,196.85,98.425,4.55,0.545,3.15,1.575,0.0,71.4,70.0,1000.0,3.5,0.0,0.3,0.8,0.8,0.007
4778,900.0,90.0,100.0,10.0,896.75,99.655,98.9,98.9,3.25,0.345,1.1,1.1,1.0,71.4,75.0,1000.0,3.5,0.0,0.3,0.8,0.9,0.004
4779,1000.0,100.0,0.0,0.0,996.75,99.675,0.0,0.0,3.25,0.325,0.0,0.0,1.0,71.4,80.0,1000.0,3.5,0.0,0.3,0.8,1.0,0.002
4780,100.0,10.0,900.0,90.0,82.45,82.45,263.05,29.225,17.55,17.55,636.95,70.775,0.0,71.4,36.0,1000.0,3.5,0.0,0.3,0.9,0.1,0.654
4781,200.0,20.0,800.0,80.0,169.8,84.9,279.8,34.98,30.2,15.1,520.2,65.02,0.0,71.4,42.0,1000.0,3.5,0.0,0.3,0.9,0.2,0.55
4782,300.0,30.0,700.0,70.0,259.35,86.455,289.95,41.43,40.65,13.545,410.05,58.57,0.0,71.4,48.0,1000.0,3.5,0.0,0.3,0.9,0.3,0.45
4783,400.0,40.0,600.0,60.0,372.0,93.01,404.2,67.36,28.0,6.99,195.8,32.64,0.0,71.4,54.0,1000.0,3.5,0.0,0.3,0.9,0.4,0.224
4784,500.0,50.0,500.0,50.0,490.1,98.02,439.85,87.97,9.9,1.98,60.15,12.03,0.0,71.4,60.0,1000.0,3.5,0.0,0.3,0.9,0.5,0.07
4785,600.0,60.0,400.0,40.0,596.7,99.43,388.6,97.15,3.3,0.57,11.4,2.85,0.0,71.4,66.0,1000.0,3.5,0.0,0.3,0.9,0.6,0.014
4786,700.0,70.0,300.0,30.0,698.7,99.84,298.5,99.5,1.3,0.16,1.5,0.5,1.0,71.4,72.0,1000.0,3.5,0.0,0.3,0.9,0.7,0.001
4787,800.0,80.0,200.0,20.0,798.75,99.87,198.9,99.45,1.25,0.13,1.1,0.55,1.0,71.4,78.0,1000.0,3.5,0.0,0.3,0.9,0.8,0.0
4788,900.0,90.0,100.0,10.0,898.95,99.895,99.75,99.75,1.05,0.105,0.25,0.25,1.0,71.4,84.0,1000.0,3.5,0.0,0.3,0.9,0.9,0.0
4789,1000.0,100.0,0.0,0.0,998.4,99.84,0.0,0.0,1.6,0.16,0.0,0.0,1.0,71.4,90.0,1000.0,3.5,0.0,0.3,0.9,1.0,0.0
4790,100.0,10.0,900.0,90.0,99.95,99.95,313.6,34.86,0.05,0.05,586.4,65.14,0.0,71.4,37.0,1000.0,3.5,0.0,0.3,1.0,0.1,0.586
4791,200.0,20.0,800.0,80.0,199.9,99.95,291.6,36.455,0.1,0.05,508.4,63.545,0.0,71.4,44.0,1000.0,3.5,0.0,0.3,1.0,0.2,0.508
4792,300.0,30.0,700.0,70.0,299.6,99.88,411.9,58.85,0.4,0.12,288.1,41.15,0.0,71.4,51.0,1000.0,3.5,0.0,0.3,1.0,0.3,0.288
4793,400.0,40.0,600.0,60.0,399.55,99.91,433.2,72.19,0.45,0.09,166.8,27.81,0.0,71.4,58.0,1000.0,3.5,0.0,0.3,1.0,0.4,0.167
4794,500.0,50.0,500.0,50.0,499.6,99.92,470.85,94.17,0.4,0.08,29.15,5.83,0.0,71.4,65.0,1000.0,3.5,0.0,0.3,1.0,0.5,0.03
4795,600.0,60.0,400.0,40.0,599.3,99.86,394.85,98.725,0.7,0.14,5.15,1.275,1.0,71.4,72.0,1000.0,3.5,0.0,0.3,1.0,0.6,0.006
4796,700.0,70.0,300.0,30.0,699.15,99.915,298.8,99.605,0.85,0.085,1.2,0.395,1.0,71.4,79.0,1000.0,3.5,0.0,0.3,1.0,0.7,0.0
4797,800.0,80.0,200.0,20.0,799.15,99.915,198.85,99.425,0.85,0.085,1.15,0.575,1.0,71.4,86.0,1000.0,3.5,0.0,0.3,1.0,0.8,0.0
4798,900.0,90.0,100.0,10.0,899.1,99.91,99.6,99.6,0.9,0.09,0.4,0.4,1.0,71.4,93.0,1000.0,3.5,0.0,0.3,1.0,0.9,0.0
4799,1000.0,100.0,0.0,0.0,999.0,99.9,0.0,0.0,1.0,0.1,0.0,0.0,1.0,71.4,100.0,1000.0,3.5,0.0,0.3,1.0,1.0,0.0
4800,100.0,10.0,900.0,90.0,12.35,12.35,227.4,25.265,87.65,87.65,672.6,74.735,0.0,71.4,37.0,1000.0,3.5,0.0,0.4,0.1,0.1,0.762
4801,200.0,20.0,800.0,80.0,34.45,17.225,232.15,29.015,165.55,82.775,567.85,70.985,0.0,71.4,34.0,1000.0,3.5,0.0,0.4,0.1,0.2,0.733
4802,300.0,30.0,700.0,70.0,33.95,11.32,159.3,22.75,266.05,88.68,540.7,77.25,0.0,71.4,31.0,1000.0,3.5,0.0,0.4,0.1,0.3,0.807
4803,400.0,40.0,600.0,60.0,79.9,19.985,186.8,31.13,320.1,80.015,413.2,68.87,0.0,71.4,28.0,1000.0,3.5,0.0,0.4,0.1,0.4,0.733
4804,500.0,50.0,500.0,50.0,48.95,9.79,108.75,21.75,451.05,90.21,391.25,78.25,0.0,71.4,25.0,1000.0,3.5,0.0,0.4,0.1,0.5,0.841
4805,600.0,60.0,400.0,40.0,55.9,9.32,85.65,21.42,544.1,90.68,314.35,78.58,0.0,71.4,22.0,1000.0,3.5,0.0,0.4,0.1,0.6,0.858
4806,700.0,70.0,300.0,30.0,98.4,14.05,75.7,25.23,601.6,85.95,224.3,74.77,0.0,71.4,19.0,1000.0,3.5,0.0,0.4,0.1,0.7,0.825
4807,800.0,80.0,200.0,20.0,69.6,8.705,39.05,19.525,730.4,91.295,160.95,80.475,0.0,71.4,16.0,1000.0,3.5,0.0,0.4,0.1,0.8,0.891
4808,900.0,90.0,100.0,10.0,76.45,8.49,19.05,19.05,823.55,91.51,80.95,80.95,0.0,71.4,13.0,1000.0,3.5,0.0,0.4,0.1,0.9,0.905
4809,1000.0,100.0,0.0,0.0,85.25,8.525,0.0,0.0,914.75,91.475,0.0,0.0,0.0,71.4,10.0,1000.0,3.5,0.0,0.4,0.1,1.0,0.915
4810,100.0,10.0,900.0,90.0,24.1,24.1,297.85,33.095,75.9,75.9,602.15,66.905,0.0,71.4,38.0,1000.0,3.5,0.0,0.4,0.2,0.1,0.678
4811,200.0,20.0,800.0,80.0,38.7,19.35,225.2,28.15,161.3,80.65,574.8,71.85,0.0,71.4,36.0,1000.0,3.5,0.0,0.4,0.2,0.2,0.736
4812,300.0,30.0,700.0,70.0,46.05,15.35,172.6,24.655,253.95,84.65,527.4,75.345,0.0,71.4,34.0,1000.0,3.5,0.0,0.4,0.2,0.3,0.782
4813,400.0,40.0,600.0,60.0,55.75,13.93,140.75,23.455,344.25,86.07,459.25,76.545,0.0,71.4,32.0,1000.0,3.5,0.0,0.4,0.2,0.4,0.804
4814,500.0,50.0,500.0,50.0,69.15,13.83,116.45,23.29,430.85,86.17,383.55,76.71,0.0,71.4,30.0,1000.0,3.5,0.0,0.4,0.2,0.5,0.814
4815,600.0,60.0,400.0,40.0,80.35,13.385,88.7,22.175,519.65,86.615,311.3,77.825,0.0,71.4,28.0,1000.0,3.5,0.0,0.4,0.2,0.6,0.83
4816,700.0,70.0,300.0,30.0,87.75,12.535,64.2,21.405,612.25,87.465,235.8,78.595,0.0,71.4,26.0,1000.0,3.5,0.0,0.4,0.2,0.7,0.847
4817,800.0,80.0,200.0,20.0,137.25,17.16,50.75,25.375,662.75,82.84,149.25,74.625,0.0,71.4,24.0,1000.0,3.5,0.0,0.4,0.2,0.8,0.811
4818,900.0,90.0,100.0,10.0,111.6,12.39,22.5,22.5,788.4,87.61,77.5,77.5,0.0,71.4,22.0,1000.0,3.5,0.0,0.4,0.2,0.9,0.865
4819,1000.0,100.0,0.0,0.0,167.85,16.785,0.0,0.0,832.15,83.215,0.0,0.0,0.0,71.4,20.0,1000.0,3.5,0.0,0.4,0.2,1.0,0.831
4820,100.0,10.0,900.0,90.0,21.1,21.1,237.45,26.395,78.9,78.9,662.55,73.605,0.0,71.4,39.0,1000.0,3.5,0.0,0.4,0.3,0.1,0.741
4821,200.0,20.0,800.0,80.0,54.95,27.475,260.85,32.605,145.05,72.525,539.15,67.395,0.0,71.4,38.0,1000.0,3.5,0.0,0.4,0.3,0.2,0.684
4822,300.0,30.0,700.0,70.0,108.15,36.045,284.6,40.665,191.85,63.955,415.4,59.335,0.0,71.4,37.0,1000.0,3.5,0.0,0.4,0.3,0.3,0.607
4823,400.0,40.0,600.0,60.0,128.35,32.09,218.7,36.45,271.65,67.91,381.3,63.55,0.0,71.4,36.0,1000.0,3.5,0.0,0.4,0.3,0.4,0.654
4824,500.0,50.0,500.0,50.0,113.7,22.74,140.75,28.15,386.3,77.26,359.25,71.85,0.0,71.4,35.0,1000.0,3.5,0.0,0.4,0.3,0.5,0.745
4825,600.0,60.0,400.0,40.0,111.0,18.5,96.7,24.185,489.0,81.5,303.3,75.815,0.0,71.4,34.0,1000.0,3.5,0.0,0.4,0.3,0.6,0.792
4826,700.0,70.0,300.0,30.0,129.45,18.495,69.3,23.11,570.55,81.505,230.7,76.89,0.0,71.4,33.0,1000.0,3.5,0.0,0.4,0.3,0.7,0.802
4827,800.0,80.0,200.0,20.0,146.0,18.245,44.8,22.4,654.0,81.755,155.2,77.6,0.0,71.4,32.0,1000.0,3.5,0.0,0.4,0.3,0.8,0.809
4828,900.0,90.0,100.0,10.0,156.05,17.33,23.2,23.2,743.95,82.67,76.8,76.8,0.0,71.4,31.0,1000.0,3.5,0.0,0.4,0.3,0.9,0.821
4829,1000.0,100.0,0.0,0.0,214.45,21.445,0.0,0.0,785.55,78.555,0.0,0.0,0.0,71.4,30.0,1000.0,3.5,0.0,0.4,0.3,1.0,0.784
4830,100.0,10.0,900.0,90.0,41.2,41.2,375.95,41.785,58.8,58.8,524.05,58.215,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,0.1,0.582
4831,200.0,20.0,800.0,80.0,75.05,37.525,303.8,37.98,124.95,62.475,496.2,62.02,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,0.2,0.62
4832,300.0,30.0,700.0,70.0,123.95,41.315,286.05,40.86,176.05,58.685,413.95,59.14,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,0.3,0.589
4833,400.0,40.0,600.0,60.0,106.95,26.725,156.55,26.095,293.05,73.275,443.45,73.905,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,0.4,0.738
4834,500.0,50.0,500.0,50.0,153.05,30.61,156.95,31.39,346.95,69.39,343.05,68.61,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,0.5,0.69
4835,600.0,60.0,400.0,40.0,226.5,37.755,149.6,37.405,373.5,62.245,250.4,62.595,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,0.6,0.624
4836,700.0,70.0,300.0,30.0,213.5,30.5,92.15,30.72,486.5,69.5,207.85,69.28,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,0.7,0.694
4837,800.0,80.0,200.0,20.0,240.65,30.09,59.0,29.5,559.35,69.91,141.0,70.5,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,0.8,0.7
4838,900.0,90.0,100.0,10.0,274.15,30.46,30.5,30.5,625.85,69.54,69.5,69.5,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,0.9,0.696
4839,1000.0,100.0,0.0,0.0,380.6,38.06,0.0,0.0,619.4,61.94,0.0,0.0,0.0,71.4,40.0,1000.0,3.5,0.0,0.4,0.4,1.0,0.618
4840,100.0,10.0,900.0,90.0,37.45,37.45,283.25,31.48,62.55,62.55,616.75,68.52,0.0,71.4,41.0,1000.0,3.5,0.0,0.4,0.5,0.1,0.679
4841,200.0,20.0,800.0,80.0,73.8,36.9,253.2,31.655,126.2,63.1,546.8,68.345,0.0,71.4,42.0,1000.0,3.5,0.0,0.4,0.5,0.2,0.672
4842,300.0,30.0,700.0,70.0,133.6,44.525,271.0,38.725,166.4,55.475,429.0,61.275,0.0,71.4,43.0,1000.0,3.5,0.0,0.4,0.5,0.3,0.595
4843,400.0,40.0,600.0,60.0,169.45,42.37,212.9,35.485,230.55,57.63,387.1,64.515,0.0,71.4,44.0,1000.0,3.5,0.0,0.4,0.5,0.4,0.618
